date	words	title
2003-12-27 23:33:27	3	中文Blog开张
2003-12-27 23:44:45	4	为什么以前只有英文呢
2003-12-27 23:53:56	1	中英不同
2003-12-27 23:59:35	1	美国牛的确疯了
2003-12-28 01:33:05	1	老婆的网站
2003-12-28 13:20:11	8	搬些宝贝过来
2003-12-28 13:33:06	3	稻城
2003-12-28 14:03:16	9	冲向30N 119E
2003-12-28 22:53:54	3	有趣的"草原"
2003-12-28 22:59:21	3	聊天
2003-12-29 10:38:22	3	【北京政府忠告市民：买车有害交通】
2003-12-30 15:09:35	9	《后成长时代》
2003-12-30 20:27:51	39	翻译得好呀
2003-12-31 17:17:32	1	过年了
2004-01-03 02:18:11	10	“我的城市，我的汽车站”
2004-01-08 10:12:21	1	感冒还没好
2004-01-08 10:15:10	1	第一个LinkedIn来的信息
2004-01-08 10:18:38	1	收到Google支票一张
2004-01-08 15:59:31	79	这个可气的机器人
2004-01-11 22:31:42	64	你炖的别的猪的手
2004-01-18 12:59:51	12	上海下大雪了
2004-01-18 23:59:24	19	朋友们在MSN Messenger的名字随雪而变
2004-01-20 01:26:31	10	为洛阳伤心
2004-01-30 15:40:51	1	回来了
2004-02-04 22:44:59	7	想当一只流浪的小狗
2004-02-19 10:16:15	2	上海大雾
2004-03-04 18:36:39	3	上海地图
2004-04-21 17:33:58	1	又回来了
2004-04-29 21:39:49	505	“五•一”黄金周市民旅游指南
2004-06-12 22:19:54	8	Wangjianshuo.com => GMail邀请
2004-07-19 15:21:05	4	Three on the Bund 外滩三号
2005-02-14 22:40:53	26	＂你的Blog这段时间好像很不稳定哦＂
2005-02-16 05:51:46	2	微软讲师郑子颖
2005-02-16 05:56:58	2	Wendy还写过这篇文章
2005-02-16 18:10:17	10	很灵的朋友
2005-02-17 21:28:51	10	下定决心。。。
2005-02-18 11:45:53	2	《旅行的艺术》
2005-02-21 14:25:31	11	她丢了结婚戒指
2005-02-25 17:49:50	13	华山医院进步了
2005-03-14 21:10:22	15	什么样的社区？
2005-04-21 04:07:56	22	社区精神！
2005-04-26 21:19:37	24	硅谷的形成 - 上海商学院归来
2005-04-27 12:27:06	16	互联网背后的真实的人的声音
2005-05-01 23:31:50	88	《旅行的邀约》摄影展闭展辞
2005-05-02 23:54:17	42	网站成功的关键
2005-05-04 12:31:16	12	blog是草，大众Wiki是鹰
2005-05-05 20:15:46	37	喜欢有之，还是喜欢用之
2005-05-06 19:10:32	24	我们何需抱怨被误解
2005-05-08 23:13:57	53	和神话里的主角聊聊天
2005-05-10 23:06:11	62	需要每天都写blog吗？
2005-05-11 23:23:28	15	我写blog的三条原则
2005-05-14 23:22:39	9	拜会北京大牛归来
2005-05-15 18:04:22	13	互联网安全真正的守卫神
2005-05-16 00:36:25	7	删，还是不删，这是个问题
2005-05-16 23:12:48	11	让我们吹捧出中国自己的产业来
2005-05-19 01:01:26	77	咖啡豆计划
2005-05-21 00:33:35	88	近期的活动
2005-05-21 20:26:16	15	为什么做大学活动？
2005-05-22 22:59:27	47	给咖啡豆计划的学生的信
2005-05-25 09:09:58	44	琐事一二
2005-05-30 01:27:37	39	中国的互联网现状究竟相当于美国的哪一年？
2005-06-02 23:04:28	17	劳动力密集型的电子商务
2005-06-03 00:28:08	41	公众人物不好当
2005-06-07 00:09:59	38	今天是我写blog的第999天
2005-06-09 21:23:16	12	回忆中细节的缺失
2005-06-12 19:20:11	104	易用性的三条原则
2005-06-16 03:38:17	16	AJAX - 老酒有了新瓶子
2005-06-18 02:13:51	7	Wendy到了西雅图
2005-06-20 21:08:10	10	看看网友帮客齐集设计的广告
2005-06-24 00:32:43	36	赐名给我，我就火了
2005-06-27 00:53:45	18	Google广告做礼物
2005-06-29 23:58:51	25	我关于blog商业化的三点看法
2005-07-02 00:29:43	14	客齐集的商业模式
2005-07-09 23:04:35	23	千万不要和用户习惯开战
2005-07-20 00:19:49	10	客齐集在北京的活动
2005-07-20 11:04:16	6	关于Google的两条消息
2005-07-24 02:22:43	11	愿跨公司的技术交流成为流行
2005-07-26 21:42:43	37	又见微笑
2005-07-27 19:52:44	17	客齐集信息收集卡进入良友金伴超市
2005-07-29 01:05:06	5	7月28日客齐集小聚归来
2005-08-01 01:28:51	26	管理上的时空错乱
2005-08-06 19:57:55	9	8月5日台风夜小龙虾聚会
2005-08-12 00:54:48	4	客齐集测试版和Podcast
2005-08-14 02:24:49	30	如履薄冰，如临深渊
2005-08-22 23:03:05	17	接过Keso“怪癖”游戏的火种
2005-08-29 18:13:32	8	生活的感悟
2005-08-30 21:17:23	13	就是那一点点差别
2005-09-12 13:31:57	8	9月15日，计世网“创业投资”沙龙到上海
2005-09-16 13:22:12	13	Tick的客齐集公益小聚总结
2005-09-25 23:15:45	2	热烈祝贺黄雪斌，魏巍新婚大喜
2005-10-10 23:36:04	38	微软的过去和Google的宿命
2005-10-20 23:02:58	32	Web 2.0 的课什么时候开呀?
2005-10-26 02:54:18	33	公益的情节
2005-11-01 22:44:39	55	Blog能赚钱吗？瞧这问题问的！
2005-11-05 09:49:59	36	在中国网志大会上
2005-11-07 11:32:23	9	有书自远方来，不亦乐乎
2005-11-08 18:24:46	56	客齐集最近的大学公益讲座
2005-12-11 11:32:50	26	转了一圈
2005-12-13 14:28:04	0	Googleplex照片
2006-01-05 23:10:41	1	中文blog修复完成
2006-01-26 16:14:47	27	创业公司的欲望
2006-01-27 16:21:16	59	关于《创业公司的欲望》的评论
2006-02-07 09:47:09	0	客齐集团队需要新的兄弟（姐妹）们加入
2006-02-09 01:35:33	15	北斗投诉（投资）客齐集
2006-02-11 17:39:47	18	Future Idea Foundry
2006-02-24 18:07:47	16	六年爱上不正常的上海
2006-03-18 10:41:06	19	Mashup Camp China 现场
2006-03-25 20:24:12	14	SES大会中Google印象总结
2006-03-27 23:51:46	48	简单的，独立却互联的东西
2006-04-04 00:38:17	11	《旅行的艺术》一定要从后往前读
2006-04-04 22:59:29	16	MoMA 十件之多的藏品
2006-04-05 20:02:35	1	我最喜欢的一个词 - 启迪
2006-04-08 00:05:40	13	看画
2006-04-09 00:25:33	2	交大110年校庆
2006-04-11 21:30:38	36	交大小胖蛋饼网
2006-04-13 15:22:18	32	客齐集播客节目
2006-04-19 12:59:42	5	洋算命
2006-04-20 00:27:21	49	为什么喜欢启迪这个词
2006-04-27 23:20:18	5	《励志讲坛》回来
2006-05-02 23:48:42	10	公园长凳上的梅纳德
2006-05-05 15:52:08	40	n x 资源 ＋ 时间 = 快乐
2006-05-05 23:01:38	8	怕得鱼惊不应人
2006-05-12 10:15:38	65	杭州5月20日 Mashup Camp 捣浆糊 2
2006-05-13 18:14:29	30	对贡献有激情，对回报有信心
2006-05-20 23:30:26	33	关于战略
2006-05-20 23:50:06	18	杭州Mashup Camp 捣浆糊 2 归来
2006-05-24 00:15:55	7	推荐大家来看《赢在中国》
2006-05-24 23:55:07	15	推荐大家来看《赢在中国》（二）
2006-06-16 07:31:02	146	硅谷高科技公司一日游
2006-07-16 23:17:22	209	上海浦东的路名规律
2006-08-04 23:43:57	14	心得一点点
2006-08-22 23:11:33	25	世界是由不同的规则构成的
2006-08-29 23:02:41	5	和小杰Skype聊天
2006-09-07 09:31:27	66	世界不是天才创造的
2006-09-11 22:54:30	3	写Blog的四年
2006-10-23 21:23:42	2	10月28号中文网志年会
2006-10-28 18:12:20	20	一传十，十传百
2006-10-31 23:53:15	18	技术应用的七年之痒
2006-11-05 00:07:09	27	客齐集新社区上线
2006-11-05 16:39:37	52	宏观的思考问题
2006-11-07 21:38:22	3	不同的分工的贡献
2006-11-11 23:33:21	12	硅谷的中文地名
2006-11-13 07:41:44	17	阿兰德波顿的《快乐的建筑》
2006-11-13 08:25:49	30	被围墙保护还是被法律保护
2006-11-30 22:32:23	12	看似主宰
2006-12-03 00:23:58	49	谁是规则的制定者
2006-12-07 13:46:44	27	我相信面对面的交流
2006-12-18 22:13:08	38	互联网的夫妻老婆店模式
2006-12-21 21:34:51	16	怎么就么有人听我聊“电话”呢？
2006-12-24 17:00:20	35	对于未来信息科技的四个假设
2006-12-30 15:46:27	20	看这个世界
2006-12-30 21:54:49	105	协同推荐在控制信息质量上的应用
2006-12-30 22:03:18	11	断了的网，没有断的生活
2007-01-02 17:41:28	47	“一年不变的MSN显示名”项目结束
2007-01-04 00:29:50	1	客齐集搬新家了
2007-01-05 21:53:34	23	连锁美发业难不成是新经济？
2007-01-06 13:02:58	8	盲人摸象的故事
2007-01-07 17:31:26	3	对于损失一个胳膊或者1000块钱的看法
2007-01-11 02:09:04	27	客齐集搬新家了 - 第二部分
2007-01-13 14:57:05	3	把公益的信息传递出去
2007-01-14 16:47:16	13	对于假想的快乐的终生追寻
2007-01-17 22:43:06	16	价值PK价值
2007-01-22 22:29:22	12	每个企业只能为做特定的事情优化
2007-02-04 18:35:48	44	5G 随录
2007-02-06 21:47:34	7	真实的爱情故事。。。
2007-02-17 22:39:22	1	新年快乐
2007-03-06 00:15:12	29	blog加上在客齐集发布的信息
2007-03-09 23:26:19	5	一个2000年的难题
2007-03-11 13:44:16	12	两个大骗子
2007-03-11 15:41:31	1	收拾书房，好郁闷
2007-03-13 00:03:38	17	一个2000年的难题（续）
2007-03-13 23:29:49	27	微软失去的机会
2007-03-16 23:55:49	13	周六参加5G评论
2007-03-18 22:58:16	26	为什么没有我要的插座？
2007-03-18 23:04:55	19	随便写写 - 世界是镜子
2007-03-19 22:36:57	22	荀子错了
2007-03-20 23:15:41	8	我按死了哥伦布
2007-03-26 22:50:57	13	观点的相对性
2007-03-29 12:20:07	4	邵亦波开博
2007-04-04 22:29:53	10	下周在北京
2007-04-13 17:53:40	23	分析互联网的起点在电子商务
2007-04-14 23:21:56	14	用户贡献内容还是竞争对手贡献内容
2007-04-15 21:22:05	7	信息真的过载吗？
2007-04-16 23:20:00	24	修补破窗和分类网站
2007-04-18 00:40:42	13	就是那一点点差别 - 第二部分
2007-04-20 01:07:55	7	赚钱容易，持续赚钱难
2007-04-26 20:55:04	14	正在读《身份的焦虑》
2007-04-27 21:01:48	11	电子商务的六种模式
2007-04-28 20:56:40	10	B2C和C2C不同角度的不同分法
2007-04-29 19:59:08	33	中国的互联网像个旅游区
2007-05-01 16:29:33	36	做平台还是做应用
2007-05-01 23:19:29	15	客齐集桌面包
2007-05-02 15:43:56	1	身份认知？
2007-05-02 15:50:26	17	关于生活
2007-05-10 12:04:32	22	技术人员写KB的好处
2007-05-14 23:19:46	206	google.loader 代码欣赏
2007-05-15 00:04:44	68	用匿名函数避免命名冲突
2007-05-16 00:12:54	73	Symbol表的启发
2007-05-26 13:01:35	56	为什么HTML里的Comment是&lt;!--开头？
2007-05-27 23:18:18	9	目标经常不是目标
2007-06-02 19:37:34	3	我的小宝宝诞生
2007-06-06 20:26:33	4	宝宝已经回到家中
2007-06-11 22:39:06	11	宝宝照片
2007-06-13 13:10:41	29	起名字
2007-06-13 23:39:07	32	起名字 - 第二部分
2007-06-18 22:05:19	24	生孩子这件事
2007-06-21 23:07:35	24	南浦大桥早上不是堵车
2007-06-23 10:58:26	10	坐月子的规矩
2007-06-23 14:08:09	27	技术培训纲要
2007-06-24 20:21:29	13	读《胡适留学日记》
2007-06-27 01:08:14	40	互联网应用平台的关口
2007-07-03 00:29:23	20	社会责任和慈善是两个概念
2007-07-03 23:08:31	21	我们家宝宝叫王逸凡
2007-07-05 14:59:37	1	什么是CEO该做的事情
2007-07-07 00:58:32	39	晚归
2007-07-14 23:08:10	12	理论正确不代表实践正确
2007-08-22 14:36:13	4	客齐集招聘软件开发人员
2007-08-22 19:42:56	5	你的软驱是DVD，还是CD的？
2007-08-26 22:42:53	27	计算机的老古董
2007-09-09 16:04:44	10	看看这个机柜
2007-09-14 21:28:18	59	美国的几个片断
2007-09-21 10:47:05	8	有钱的人总没有时间，有时间的人总没有钱
2007-10-28 20:01:16	3	收入和价值成正比
2007-11-02 23:41:49	15242	明天去不了第三届网志大会
2007-11-18 20:57:54	6	《色，戒》真不错
2007-11-21 22:36:31	3	Wendy说过一句话
2007-12-11 18:12:34	7	YLF归来
2007-12-16 23:05:59	11	建硕 - 失败 = ？
2008-01-12 23:13:34	9	草根站上大会
2008-01-22 22:58:16	4	长了一颗牙
2008-01-25 22:24:01	45	师北宸翻译：中国的户口制度
2008-02-13 21:33:44	31	站在公司的肩膀上
2008-02-17 10:22:58	5	情人节的玫瑰
2008-02-20 12:04:44	1	方向感和方向感
2008-02-20 23:38:19	19	关于歧视
2008-02-21 22:20:52	9	测试是不是应该太强
2008-02-23 19:06:55	10	本站隐私政策
2008-02-26 20:58:04	8	blogger，blog还是BSP的商业模式
2008-02-28 21:54:29	8	小宝受委屈了
2008-03-04 20:05:45	1	规定的作用
2008-03-05 20:04:38	245	Jeff Immelt语录
2008-03-08 21:55:31	5	智力题
2008-03-09 11:12:04	45	镜子为什么翻转左右却不可以翻转上下
2008-03-12 23:08:06	10	智力题 - 第二部分
2008-03-19 23:12:59	112	宏观的思考问题 - 第二部分
2008-03-20 22:19:24	115	上海交通大学励志讲坛第二十期记录稿
2008-03-25 22:32:43	21	人性的悲剧性和对罪人的爱
2008-03-27 02:35:52	2	浦东第二航站楼T2和北京第三航站楼
2008-03-30 18:51:11	7	人是盲目乐观的
2008-04-04 22:06:52	91	让人兴奋的中国高速公路
2008-05-24 20:44:58	12	商业化市场化的公益组织
2008-05-26 22:54:27	4	带逸凡见世面
2008-06-07 23:07:44	1	不友好的人
2008-06-16 22:33:24	5	马勒泽布的脑袋
2008-06-20 23:21:46	1	又见好（老）友
2008-06-21 14:27:04	16	洛一高的菜票
2008-06-22 01:04:07	27	智商与社会的标准
2008-06-26 23:24:34	24	王建硕的朋友圈
2008-07-05 00:35:22	11	专注
2008-07-05 13:45:23	19	民主的实践从小区开始
2008-07-06 12:14:23	6	鸵鸟政策
2008-07-26 18:56:48	13	为好朋友的女儿征名
2008-07-28 23:18:51	12	规则里面的那条线
2008-10-07 16:43:02	21	YouTube成功的秘诀
2008-11-27 15:56:36	13	不同的行业
2008-12-12 21:15:06	151	在Blog上面集成Facebook Connect
2009-01-04 17:40:03	10	卖东西了
2009-01-04 19:46:24	5	便宜才是硬道理
2009-01-05 13:09:04	7	东西的来来去去
2009-01-17 20:21:01	44	杀人游戏是议事规则的启蒙
2009-01-18 11:50:30	17	给小宝讲故事哄睡觉
2009-02-06 11:43:36	13	把自己的代码放在别人的网站上？
2009-02-19 21:35:06	18	创业的三点感悟
2009-03-01 18:15:06	6	方便的力量
2009-03-06 20:59:08	13	便宜的Amazon
2009-03-07 12:32:12	8	我以为的和他们告诉我的
2009-03-12 21:26:32	29	左手边六分水的玻璃杯
2009-03-13 23:22:45	10	小宝和水
2009-03-16 22:49:41	13	细节还是细节
2009-03-21 11:08:27	20	环境是最忠实的执行者
2009-04-24 13:16:34	46	百姓网研发部门诚聘大二、大三实习生
2009-05-15 22:25:20	10	一个混血儿，名字叫上海
2009-05-18 17:00:24	2	薡茶 - 鼎茶
2009-05-22 01:31:35	33	小宝和妈妈的对话
2009-05-23 16:39:42	28	城市的细语
2009-05-27 23:57:16	8	资费挺重要
2009-05-28 14:48:25	1	罗伯特议事规则
2009-06-13 11:15:40	15	Chris把我雷到了
2009-06-17 23:08:25	6	双重狂汗
2009-06-28 21:33:47	5	不同观点的根源
2009-07-03 13:36:56	21	美国旅行手册
2009-09-12 00:54:40	2	Blog写了7年了
2009-09-20 12:33:24	16	老技术的网络效应
2009-12-20 22:17:13	65	世博园区预览
2010-01-19 23:11:05	9	小宝对老婆的看法
2010-01-27 21:12:37	10	中国哲学体系的困惑
2010-01-29 22:39:58	3	老冒的Revolution .vs. Evolution
2010-01-30 17:53:00	2	小宝对态度的感知
2010-01-30 21:58:39	32	做好人的原因
2010-01-31 20:37:09	11	人肉云计算
2010-02-01 23:09:33	40	关于两个机房的讨论
2010-02-21 14:19:46	78	酒店的等级
2010-02-25 15:54:22	28	Facebook初探
2010-04-30 00:07:47	135	和阮一峰的对话
2010-04-30 12:45:12	14	关于我的中文Blog的思考
2010-05-01 09:36:23	16	用贬义词描述自己要做的事情
2010-05-02 22:50:47	5	没有比解决瓶颈更高效的事情了
2010-05-04 18:07:34	46	Facebook的片段
2010-05-05 09:12:00	32	百姓网公开笔试题：查询条件的子集判断
2010-05-10 18:50:57	75	百姓网招贤纳士
2010-05-10 23:27:09	13	义乌之旅
2010-05-11 12:56:39	21	百姓网公开笔试题结果展示
2010-05-16 17:08:38	15	大学教育教会了我们什么？
2010-05-17 11:10:11	24	友情链接
2010-05-20 18:55:07	18	杭州是个技术乐观派的城市
2010-05-20 19:39:20	17	中国的硅谷在哪里？
2010-05-21 00:13:45	19	创业公司需要孵化吗？
2010-05-22 15:39:17	5	相反观点中的相似性
2010-05-22 20:14:33	22	为什么硅谷最牛的人在创业公司？
2010-05-23 21:56:09	32	2010上海国际电影节
2010-05-24 21:43:32	51	创业公司需要孵化吗？- 第二部分
2010-05-24 23:30:45	2	何时是创业的季节？
2010-05-27 14:52:02	10	有朋自杭州来
2010-05-29 23:04:37	10	我们应该重新定义隐私
2010-06-05 12:28:43	6	正直是公司的基石
2010-06-07 12:23:37	11	世博会看什么
2010-06-08 10:44:04	47	小公司，大影响
2010-06-08 16:41:13	7	不做得最好的学问
2010-06-09 01:01:12	1	深圳广州行
2010-06-12 20:07:04	10	最好的分账表格
2010-06-13 18:49:05	3	欢迎访问百姓网官方blog
2010-06-20 20:57:17	39	微软的愿景正在被其他公司实现
2010-06-21 15:58:49	4	逸凡的审美标准
2010-06-23 23:16:53	3	中国互联网不缺乏创新
2010-06-29 00:46:10	19	下个月代表百姓网参加财富论坛
2010-08-02 16:09:08	25	2011年注定是中国互联网第三春
2010-08-03 19:57:48	14	大学里的不务正业
2010-09-08 00:08:41	3	百姓网在威海
2010-09-10 00:05:50	12	如果我有时间，我会写更短的代码
2010-09-11 23:48:59	18	Blog的头8年
2010-09-16 23:20:34	9	我们不喜欢注释
2010-09-19 23:00:40	28	高速公路编号的学问
2010-09-23 00:17:37	22	道路的编号
2010-11-03 15:28:23	15	百姓网今晚在复旦的讲座
2010-11-24 20:29:59	14	交大，我明天回来
2010-11-29 23:22:27	5	菠萝和筷子的故事
2010-12-31 22:24:01	3	新年快乐2011
2011-01-31 22:51:59	15	开始活跃于微博了
2011-02-17 22:31:01	5	我现在的桌面
2011-05-14 10:55:46	39	不害怕优雅和美的中国人
2011-07-24 22:38:34	8	FedEx, GE和Google的文化在打架
2011-11-05 23:37:32	7	支持“不靠谱的主意”就是支持创新
2011-11-07 17:57:47	24	《浪潮之巅》作者吴军老师上海开讲
2012-02-07 22:26:24	3	最好的跑步地点在楼下
2012-02-11 21:37:16	6	做大和做强
2012-02-17 21:12:59	4	公司的青春期
2012-02-18 22:51:26	9	你有把枪抬高一厘米的自由
2012-02-22 22:47:59	4	法律和实践
2012-02-23 09:07:25	11	好制度和坏制度
2012-02-25 23:40:50	12	局部最大化的CEO们
2012-03-07 22:53:29	18	寻找象吸烟一样有利于沟通的活动
2012-03-16 22:41:13	9	为“二”的精神干杯
2012-07-17 17:59:25	10	CEO做什么其实是在传达一个信号
2012-08-01 18:00:30	20	入静和入世
2012-08-18 11:14:16	13	Python的确是非常棒的语言
2012-08-18 23:56:06	48	王逸凡的十万个为什么
2012-08-19 23:23:24	77	用专业语言表达，用通用语言沟通
2012-08-20 21:54:38	22	德鲁克真的过时了吗？
2012-08-21 09:22:37	16	百姓网Mobile的定位
2012-08-21 20:20:30	15	我理出来一些付费需求
2012-08-21 21:03:04	16	百姓网Mobile的定位
2012-08-21 21:04:40	31	百姓网Graph API 9月6日全国公测
